"cod_dpto","nom_dpto","cod_prov","nom_prov","nom_cap","num_dist","sup_tot","pob_total","total_pers","c5_p2_1","c5_p2_2","num_viv_pa","num_viv_op","num_hog","almenosuna","c1nbi_abs","c2nbi_abs","c3nbi_abs","c4nbi_abs","c5nbi_abs","nbi1_abs","nbi2_abs","nbi3_abs","nbi4_abs","nbi5_abs","vs_sh","vs_agua_rp","vs_aelec","v_ptierra","v_1hab","h_lenna","h_cocin","hs_pclptb","hs_tcelu","hs_inter","pet","pea","peao","pead","pei","c5_p12_2","c5_p12_1","c5_p8_6","c5_p8_1","c5_p9_3","c5_p9_4","c5_p9_5","c5_p9_6","c5_p10_1","c5_p10_4","gr_edad_1","gr_edad_2","gr_edad_3","gr_edad_4","gr_edad_5","gr_quin_1","gr_quin_2","gr_quin_3","gr_quin_4","gr_quin_5","p_sex_h","p_sex_m","almenosu_1","c1nbi_porc","c2nbi_porc","c3nbi_porc","c4nbi_porc","c5nbi_porc","nbi1_porc","nbi2_porc","nbi3_porc","nbi4_porc","nbi5_porc","pvs_sh","pvs_agua_r","pvs_aelec","pv_ptierra","pv_1hab","ph_cocin","phs_pclptb","phs_tcelu","phs_inter","p_pet","p_pea","p_pea_o","p_pea_d","p_pei","p_lees_no","p_lees_si","p_af_ning","p_af_sis","p_dl_hab","p_dl_mov","p_dl_ent","p_dl_rel","p_dni","p_no_docum","p_ge_0a14","p_ge_15a29","p_ge_30a44","p_ge_45a64","p_ge_65ym","pgr_quin1","pgr_quin2","pgr_quin3","pgr_quin4","pgr_quin5","fuente"
"18","MOQUEGUA","1802","GENERAL SANCHEZ CERRO","OMATE","11","5,681.71","14,865","14,009","7,648","7,217","11,614","6,218","6,405","3,769","2,989","668","112","0","0","720","1,664","2,007","76","194","3,696","3,745","2,653","4,332","2,650","5,249","6,095","6,025","2,724","6,245","12,051","7,382","6,769","613","4,669","1,669","12,651","3,634","8,445","105","887","261","128","14,780","14","3,011","2,489","3,057","2,879","3,429","964","960","1,087","844","729","51.449714","48.550286","26.904133","21.336284","4.768363","0.799486","0","0","5.139553","11.878078","14.326504","0.542508","1.384824","59.440335","60.228369","42.666452","69.668704","42.618205","95.160031","94.067135","42.529274","97.501952","81.069627","49.660276","45.536495","4.123781","31.409351","11.227716","85.105954","24.446687","56.811302","0.706357","5.967037","1.755802","0.861083","99.428187","0.094181","20.255634","16.74403","20.565086","19.367642","23.067608","6.485032","6.458123","7.312479","5.677767","4.904137","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"18","MOQUEGUA","1803","ILO","ILO","3","1,380.68","74,649","72,237","37,009","37,640","29,960","22,792","23,795","14,088","12,100","1,877","105","6","0","9,767","4,714","307","822","583","2,989","765","1,994","2,948","4,341","657","747","13,163","1,413","16,235","57,720","36,321","33,692","2,629","21,399","5,321","66,057","17,528","23,094","473","1,967","958","617","73,993","102","18,172","17,140","17,562","12,577","9,198","5,784","6,244","6,144","5,847","5,774","49.577355","50.422645","19.502471","16.750419","2.598391","0.145355","0.008306","0","13.520772","6.525742","0.42499","1.137921","0.807066","13.114251","3.356441","8.748684","12.934363","19.046157","3.139315","55.318344","5.938222","68.228619","77.321866","48.655709","45.133893","3.521815","28.666158","7.128026","88.490134","23.480556","30.936784","0.633632","2.634998","1.283339","0.826535","99.121221","0.136639","24.34326","22.96079","23.526102","16.848183","12.321665","7.748262","8.364479","8.230519","7.832657","7.734866","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"19","PASCO","1901","PASCO","CERRO DE PASCO","13","5,373.88","123,015","108,725","61,803","61,212","50,221","30,447","33,251","30,328","24,309","5,211","716","81","11","1,764","17,713","12,466","1,921","3,394","6,917","4,955","4,078","6,871","8,223","9,014","12,926","22,529","4,280","28,859","91,092","49,398","46,686","2,712","41,694","12,284","104,574","24,800","49,868","596","2,560","1,272","885","122,335","209","34,004","32,118","28,153","18,118","10,622","10,593","11,760","11,651","9,987","11,084","50.240215","49.759785","27.894229","22.358243","4.792826","0.658542","0.0745","0.010117","1.622442","16.291561","11.465624","1.766843","3.121637","22.718166","16.274181","13.393766","22.567084","27.007587","38.874019","67.754353","12.871793","86.791375","74.049506","40.156079","37.951469","2.204609","33.893428","9.985774","85.009145","20.160143","40.538146","0.484494","2.081047","1.03402","0.719424","99.447222","0.169898","27.642157","26.109011","22.885827","14.728285","8.634719","8.611145","9.55981","9.471203","8.118522","9.010283","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"19","PASCO","1902","DANIEL ALCIDES CARRION","YANAHUANCA","8","1,884.81","43,580","42,152","21,702","21,878","14,333","10,276","10,998","25,262","18,620","5,880","680","69","13","659","19,415","7,894","1,872","2,921","5,873","3,750","3,253","8,181","5,111","7,490","11,239","10,390","3,910","10,842","34,912","15,280","13,181","2,099","19,632","5,720","36,298","6,057","32,249","411","1,360","452","267","43,440","43","9,260","12,978","8,972","6,742","5,628","2,844","3,194","3,222","3,642","5,430","49.798073","50.201927","59.930727","44.173467","13.949516","1.613209","0.163693","0.030841","1.56339","46.059499","18.727463","4.44107","6.929683","57.152589","36.492799","31.656286","79.61269","49.737252","102.191308","94.471722","35.551919","98.58156","80.110142","35.061955","30.245525","4.81643","45.048187","13.125287","83.2905","13.898577","73.999541","0.943093","3.120698","1.037173","0.612666","99.678752","0.098669","21.248279","29.779715","20.587425","15.470399","12.914181","6.525929","7.32905","7.3933","8.357045","12.459844","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"19","PASCO","1903","OXAPAMPA","OXAPAMPA","8","17,767.15","87,470","83,644","44,606","42,864","29,428","23,215","24,948","42,853","26,357","11,596","4,165","713","22","21,378","19,921","15,885","3,937","3,885","13,338","10,671","7,437","5,672","8,866","14,088","14,214","21,273","7,906","22,870","60,717","38,765","37,525","1,240","21,952","12,652","69,652","19,343","55,354","599","1,730","843","579","85,286","993","28,463","20,491","18,240","11,856","8,420","9,180","9,958","9,325","7,020","6,724","50.99577","49.00423","51.232605","31.510927","13.863517","4.979437","0.852422","0.026302","25.558319","23.816412","18.991201","4.706853","4.644685","57.454232","45.96597","32.035322","24.432479","38.190825","56.974507","85.26936","31.689915","91.670675","69.414656","44.318052","42.900423","1.417629","25.096605","14.464388","79.629587","22.113868","63.283411","0.684806","1.977821","0.963759","0.661941","97.503144","1.135246","32.5403","23.426318","20.852864","13.554361","9.626158","10.495027","11.384475","10.660798","8.025609","7.687207","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2001","PIURA","PIURA","10","6,076.79","799,321","769,002","393,592","405,729","226,887","193,891","205,269","301,811","193,835","82,199","22,076","3,520","181","201,346","84,541","104,921","14,727","33,911","76,450","40,320","23,928","94,169","35,068","58,210","87,541","144,547","39,201","154,765","583,771","328,861","308,451","20,410","254,910","91,005","665,216","211,085","334,267","5,084","18,897","6,579","4,502","791,850","2,210","229,281","202,807","165,579","118,159","83,495","75,400","79,281","74,600","68,216","70,142","49.240793","50.759207","39.247102","25.206046","10.689049","2.870734","0.457736","0.023537","26.182767","10.993599","13.643788","1.91508","4.409741","39.42937","20.795189","12.340954","48.56801","18.086451","42.646966","70.418329","19.09738","75.396187","73.033362","41.142545","38.589128","2.553417","31.890817","11.385288","83.222635","26.408039","41.818869","0.63604","2.364132","0.823074","0.563228","99.065332","0.276485","28.684471","25.37241","20.714957","14.782422","10.445741","9.433006","9.918543","9.332921","8.534243","8.775198","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2002","AYABACA","AYABACA","10","5,221.39","119,287","117,680","60,308","58,979","35,581","30,462","31,506","63,328","43,537","16,082","3,361","338","10","3,121","9,937","46,279","4,497","23,352","24,637","13,927","9,210","26,529","2,605","27,359","28,444","30,368","14,701","31,060","79,388","32,752","30,775","1,977","46,636","24,805","87,448","15,281","98,251","851","2,581","1,061","680","116,363","1,363","42,928","24,456","20,740","16,180","14,983","12,656","14,788","15,484","10,630","6,915","50.55706","49.44294","53.813732","36.996091","13.665874","2.85605","0.28722","0.008498","2.652107","8.444086","39.326139","3.82138","19.843644","80.877815","45.719257","30.23439","87.088832","8.551638","90.281216","96.38799","46.660953","98.584397","66.552097","27.456471","25.799123","1.657347","39.095627","20.794387","73.30891","12.810281","82.36522","0.713405","2.163689","0.889451","0.570054","97.548769","1.142622","35.987157","20.501815","17.386639","13.563926","12.560463","10.609706","12.396992","12.980459","8.911281","5.796944","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2003","HUANCABAMBA","HUANCABAMBA","8","4,267.36","111,501","109,575","54,927","56,574","38,851","31,269","31,975","51,806","34,584","12,943","3,723","542","14","6,321","19,303","27,846","3,868","16,539","25,258","11,292","8,455","27,033","7,178","28,455","28,945","30,556","13,781","31,067","76,472","35,511","33,554","1,957","40,961","25,076","80,059","10,896","93,748","756","2,496","1,082","744","109,520","661","37,574","23,651","20,014","15,670","14,592","11,291","13,090","13,193","9,828","7,111","49.261442","50.738558","47.279033","31.561944","11.812001","3.397673","0.494638","0.012777","5.768652","17.616245","25.412731","3.530002","15.093771","80.776488","36.112444","27.03956","86.453037","22.955643","90.523847","95.562158","43.099296","97.160281","68.584138","31.848145","30.093004","1.755141","36.735993","22.489484","71.80115","9.77211","84.07817","0.678021","2.238545","0.970395","0.667259","98.223334","0.59282","33.698352","21.211469","17.949615","14.053686","13.086878","10.126367","11.739805","11.832181","8.814271","6.377521","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2004","MORROPON","CHULUCANAS","10","3,793.14","162,027","160,198","81,178","80,849","55,184","44,944","46,727","51,694","38,765","10,151","2,425","343","10","14,451","17,793","17,578","3,660","14,282","25,035","10,546","6,564","29,773","7,671","27,993","30,883","42,878","14,613","44,040","117,959","55,619","52,341","3,278","62,340","25,163","128,192","27,476","107,944","1,131","5,416","1,504","1,074","160,651","580","47,078","34,663","30,621","26,102","23,563","15,226","16,438","15,414","12,705","11,066","50.101526","49.898474","32.268817","24.19818","6.336534","1.513752","0.21411","0.006242","9.020712","11.10688","10.972671","2.284673","8.915217","55.702652","23.464756","14.604842","66.24466","17.067907","66.092409","91.762792","31.27314","94.249577","72.802064","34.326995","32.303875","2.02312","38.475069","15.530128","79.117678","16.957668","66.620995","0.698032","3.342653","0.92824","0.662852","99.150759","0.357965","29.055651","21.393348","18.898702","16.109661","14.542638","9.397199","10.145223","9.513229","7.841286","6.829726","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2005","PAITA","PAITA","7","1,728.71","129,892","128,412","64,299","65,593","40,535","33,618","35,019","50,779","37,122","11,411","2,064","166","16","32,281","12,541","12,985","2,785","6,288","11,202","8,278","3,886","13,502","5,995","3,838","13,507","26,961","5,291","29,945","90,890","47,103","43,607","3,496","43,787","14,371","107,453","34,264","59,961","845","2,871","923","614","128,476","382","41,301","31,844","27,178","17,614","11,955","14,128","14,319","12,854","10,339","10,777","49.501894","50.498106","39.543812","28.908513","8.886241","1.607326","0.129271","0.01246","25.138616","9.766221","10.111983","2.1688","4.896739","33.321435","24.623713","11.559284","40.163008","17.832709","38.57049","76.989634","15.108941","85.510723","69.973516","36.263203","33.571737","2.691467","33.710313","11.063807","82.724879","26.378838","46.162196","0.65054","2.210298","0.71059","0.4727","98.909864","0.29409","31.796415","24.515752","20.923536","13.560496","9.2038","10.876728","11.023774","9.895914","7.95969","8.296893","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2006","SULLANA","SULLANA","8","5,458.93","311,454","307,936","152,709","158,745","91,176","78,704","83,430","104,585","77,870","22,275","3,943","457","40","59,576","33,451","23,107","6,578","13,565","26,179","15,868","7,636","29,958","13,481","12,948","35,765","62,764","17,119","68,371","228,638","122,003","114,508","7,495","106,635","33,877","261,893","72,003","158,581","2,212","8,138","2,746","1,833","307,775","1,358","88,004","74,568","65,486","48,151","35,245","27,970","30,746","29,288","25,238","25,319","49.030997","50.969003","33.963226","25.287722","7.233646","1.280461","0.148407","0.01299","19.346877","10.862972","7.503832","2.136158","4.405136","33.262604","20.161618","9.702175","38.064139","17.128736","42.868273","75.229534","20.518998","81.950138","73.409878","39.172077","36.765622","2.406455","34.237801","10.877048","84.087217","23.118342","50.916347","0.710217","2.612906","0.881671","0.58853","98.818766","0.436019","28.255858","23.941898","21.025898","15.460068","11.316278","8.980459","9.871763","9.403636","8.103283","8.12929","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2007","TALARA","TALARA","6","2,799.49","144,150","138,906","72,423","71,727","42,246","36,587","38,305","44,846","31,145","11,263","2,290","148","0","33,435","10,928","10,944","2,829","2,997","4,666","4,001","3,221","6,177","5,055","585","6,730","25,902","4,814","29,540","105,818","60,828","56,497","4,331","44,990","11,511","125,260","33,478","51,551","1,007","3,103","1,027","747","142,284","392","40,610","32,605","31,138","22,674","17,123","13,051","14,495","13,064","10,137","11,325","50.241415","49.758585","32.285142","22.421638","8.108361","1.648597","0.106547","0","24.070235","7.867191","7.878709","2.036629","2.157574","12.753164","10.935578","8.803673","16.883046","13.816383","17.569508","67.620415","12.56755","77.11787","73.408255","42.197711","39.193202","3.004509","31.210545","7.985432","86.895595","23.224419","35.762053","0.698578","2.152619","0.712452","0.51821","98.705515","0.271939","28.172043","22.6188","21.60111","15.729448","11.878599","9.053763","10.055498","9.062782","7.032258","7.8564","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"20","PIURA","2008","SECHURA","SECHURA","6","6,311.69","79,177","77,576","39,414","39,763","27,642","19,797","20,455","35,632","21,179","10,851","3,200","395","7","18,721","12,108","17,564","1,457","4,246","7,675","3,935","3,320","7,945","4,373","6,588","11,243","16,826","3,444","17,505","52,049","27,967","25,732","2,235","24,082","8,976","64,360","24,696","41,264","547","2,078","568","378","77,948","354","28,694","19,556","15,621","9,374","5,932","10,058","9,955","8,681","6,473","6,528","49.779608","50.220392","45.931731","27.300969","13.987573","4.124987","0.509178","0.009023","24.132464","15.60792","22.641023","1.878158","5.473342","38.7685","19.876749","16.770218","40.132343","22.089205","54.964556","82.258616","16.836959","85.578098","65.737525","35.322126","32.499337","2.822789","30.415398","11.336626","81.286232","31.190876","52.116145","0.690857","2.6245","0.71738","0.477411","98.447782","0.4471","36.240322","24.699092","19.729214","11.839297","7.492075","12.703184","12.573096","10.964043","8.175354","8.244819","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2101","PUNO","PUNO","15","11,496.64","219,494","210,010","107,036","112,458","108,490","70,905","76,177","47,819","39,634","7,231","871","78","5","5,132","21,693","23,117","3,200","3,904","34,456","25,632","16,038","36,324","21,684","19,821","46,307","55,930","17,913","64,518","172,684","100,033","89,626","10,407","72,651","25,867","184,688","70,649","94,906","1,395","11,330","3,682","2,061","218,419","261","50,662","56,168","46,349","34,434","31,881","15,571","16,915","18,176","19,087","19,547","48.764887","51.235113","22.769868","18.872435","3.443169","0.414742","0.037141","0.002381","2.443693","10.329508","11.007571","1.523737","1.858959","48.594598","36.149778","22.618997","51.229109","30.581764","60.788689","73.421111","23.514972","84.694855","78.673677","45.574366","40.833007","4.74136","33.09931","11.784832","84.142619","32.187212","43.23854","0.635553","5.161872","1.677495","0.938978","99.510237","0.11891","23.081269","25.589766","21.116295","15.6879","14.524771","7.094044","7.706361","8.280864","8.69591","8.905483","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2102","AZANGARO","AZANGARO","15","4,941.87","110,392","107,954","52,950","57,442","58,582","37,259","39,744","31,272","26,101","4,583","532","52","4","3,152","18,130","8,435","2,470","4,904","28,108","21,459","10,224","31,219","13,881","5,222","36,138","38,015","11,866","39,067","82,637","39,104","34,132","4,972","43,533","18,564","86,705","21,829","80,683","754","6,088","2,007","1,019","109,951","105","30,147","27,722","19,471","16,627","16,425","9,070","9,830","11,247","11,041","9,050","47.965432","52.034568","28.967894","24.177891","4.245327","0.492802","0.048169","0.003705","2.919762","16.79419","7.813513","2.288012","4.542676","75.439491","57.594138","27.44035","83.789152","37.255428","90.926932","95.649658","29.856079","98.296598","74.85778","35.422857","30.918907","4.50395","39.434923","16.816436","78.542829","19.774078","73.087724","0.683021","5.514892","1.818067","0.923074","99.600515","0.095116","27.309044","25.112327","17.638053","15.06178","14.878796","8.216175","8.904631","10.188238","10.001631","8.198058","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2103","CARABAYA","MACUSANI","10","12,266.40","73,322","71,020","38,638","34,684","31,584","23,850","25,287","40,127","23,726","13,189","2,822","382","8","24,690","11,558","16,357","2,180","5,353","15,920","12,283","10,963","19,544","10,352","13,122","24,927","24,287","12,290","24,933","53,449","30,736","26,074","4,662","22,713","11,436","58,288","21,421","48,274","344","2,111","925","476","72,721","144","21,393","19,387","16,601","9,904","6,037","6,412","7,277","7,704","6,906","6,266","52.696326","47.303674","56.500986","33.407491","18.570825","3.973529","0.537877","0.011264","34.764855","16.274289","23.03154","3.069558","7.537313","66.750524","51.501048","45.966457","81.945493","43.404612","98.576344","96.045399","48.602048","98.600071","72.896266","41.919206","35.56095","6.358255","30.97706","15.596956","79.495922","29.21497","65.838357","0.469163","2.879081","1.261559","0.649191","99.180328","0.196394","29.176782","26.440905","22.641226","13.507542","8.233545","8.744988","9.924716","10.507078","9.418728","8.545866","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2104","CHUCUITO","JULI","7","3,978.13","89,002","87,148","44,574","44,428","51,305","35,943","36,744","33,440","27,190","5,430","786","34","0","3,035","12,178","20,346","2,471","2,514","28,394","17,508","12,794","28,798","15,355","12,410","37,722","35,580","17,055","35,858","70,321","35,639","28,197","7,442","34,682","12,004","73,681","30,411","53,647","548","4,349","1,397","1,130","87,692","253","20,257","20,881","18,749","14,323","14,792","5,972","6,639","7,646","7,527","6,960","50.082021","49.917979","38.371506","31.199798","6.23078","0.901914","0.039014","0","3.482581","13.973929","23.346491","2.835406","2.884748","78.997301","48.710458","35.595248","80.121303","42.720418","102.661659","96.832136","46.415741","97.588722","79.010584","40.04292","31.681311","8.36161","38.967664","13.487337","82.78578","34.168895","60.276174","0.615717","4.886407","1.569628","1.269634","98.528123","0.284263","22.760163","23.461271","21.065819","16.092897","16.619851","6.709962","7.459383","8.590818","8.457113","7.820049","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2105","EL COLLAO","ILAVE","5","5,600.51","63,878","61,209","31,528","32,350","46,766","25,642","26,072","17,885","14,922","2,613","324","26","0","1,621","6,590","10,341","1,337","1,335","19,469","17,327","7,287","18,937","10,019","4,969","21,470","24,621","10,618","25,497","51,569","29,481","26,464","3,017","22,088","10,508","51,167","19,941","39,235","469","4,898","1,184","813","63,505","61","13,475","14,830","13,118","11,008","11,447","3,880","4,333","5,262","5,558","4,985","49.356586","50.643414","29.219559","24.378768","4.26898","0.529334","0.042477","0","2.648303","10.766391","16.894574","2.184319","2.181052","75.926215","67.572732","28.41822","73.851494","39.072615","82.34888","94.434643","40.725683","97.794569","80.730455","46.15204","41.428974","4.723066","34.578415","16.450108","80.10113","31.217321","61.421773","0.734212","7.667742","1.853533","1.272739","99.416074","0.095495","21.0949","23.216131","20.536022","17.23285","17.920098","6.074079","6.783243","8.237578","8.700961","7.803939","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2106","HUANCANE","HUANCANE","8","2,856.56","57,651","56,844","27,876","29,775","38,469","23,030","23,730","17,278","14,658","2,360","244","16","0","1,165","6,721","9,603","1,409","1,276","17,296","10,803","5,134","19,093","8,799","8,501","24,249","22,875","8,500","23,410","46,026","24,340","22,136","2,204","21,686","10,671","44,836","14,738","39,234","455","4,201","1,345","711","57,383","74","12,675","12,409","9,594","10,186","12,787","3,784","4,132","4,759","4,839","4,102","48.353021","51.646979","30.395468","25.786363","4.151713","0.429245","0.028147","0","2.049469","11.823587","16.893604","2.478714","2.24474","75.102041","46.90838","22.292662","82.904907","38.206687","102.187105","96.396966","35.819638","98.651496","79.835562","42.219563","38.396559","3.823004","37.616","18.509653","77.771418","25.564171","68.054327","0.789232","7.286951","2.333004","1.233283","99.535134","0.128359","21.985742","21.524345","16.641515","17.668384","22.180014","6.563633","7.167265","8.254844","8.39361","7.115228","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2107","LAMPA","LAMPA","10","5,789.44","40,856","39,452","19,527","21,329","24,452","15,287","16,196","13,410","10,328","2,728","337","12","5","4,458","5,355","5,251","807","997","10,663","8,910","6,060","11,872","5,885","3,463","15,201","15,358","4,796","15,634","31,327","19,407","17,483","1,924","11,920","5,732","33,169","9,779","25,906","286","2,015","819","398","40,670","47","10,193","10,170","8,153","6,386","5,954","3,403","3,410","3,380","3,448","3,468","47.794694","52.205306","33.990672","26.178647","6.914732","0.854203","0.030417","0.012674","11.299807","13.573456","13.309845","2.045524","2.527122","69.752077","58.284817","39.641525","77.660758","38.496762","93.856508","94.825883","29.61225","96.530007","76.67662","47.500979","42.791756","4.709223","29.175641","14.029763","81.185138","23.935285","63.408067","0.70002","4.931956","2.004602","0.974153","99.544743","0.115038","24.9486","24.892305","19.955453","15.630507","14.573135","8.329254","8.346387","8.272959","8.439397","8.488349","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2108","MELGAR","AYAVIRI","9","6,446.85","67,138","62,368","32,865","34,273","34,353","20,858","22,683","15,861","12,647","2,645","498","71","0","3,000","8,099","5,130","1,043","2,443","10,915","7,142","6,398","15,132","6,110","1,777","15,845","20,596","5,504","22,073","50,769","27,396","24,233","3,163","23,373","9,310","54,905","13,441","45,405","550","3,700","1,359","890","66,840","82","17,949","16,610","13,632","10,210","8,737","5,017","5,775","7,157","6,725","5,212","48.951414","51.048586","25.431311","20.278027","4.240957","0.798486","0.11384","0","4.810159","12.985826","8.225372","1.672332","3.917073","52.330041","34.241059","30.674082","72.547704","29.293317","69.854076","90.799277","24.264868","97.310761","75.618875","40.805505","36.094313","4.711192","34.813369","13.866961","81.77932","20.019959","67.62936","0.819208","5.511037","2.024189","1.325628","99.556138","0.122136","26.734487","24.740088","20.304448","15.207483","13.013495","7.472668","8.601686","10.660133","10.016682","7.763115","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2109","MOHO","MOHO","4","1,005.25","19,753","19,262","9,462","10,291","17,844","8,918","9,003","6,961","5,941","904","111","5","0","723","2,090","4,244","596","449","6,411","1,428","1,994","7,882","3,302","5,572","9,518","8,868","5,005","8,957","16,086","9,103","8,426","677","6,983","3,717","15,478","4,474","14,325","189","1,727","321","225","19,608","35","4,009","3,648","2,950","3,618","5,528","1,029","1,314","1,666","1,563","1,145","47.901585","52.098415","36.138511","30.843111","4.693178","0.576264","0.025958","0","3.753504","10.850379","22.033018","3.094175","2.331014","71.888316","16.012559","22.359273","88.383046","37.026239","105.720315","98.5005","55.59258","99.489059","81.435731","46.084139","42.656812","3.427327","35.351592","18.817395","78.357718","22.649724","72.52063","0.956817","8.742976","1.62507","1.139067","99.265934","0.177188","20.295651","18.468081","14.93444","18.316205","27.985622","5.209335","6.652154","8.434162","7.912722","5.796588","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2110","SAN ANTONIO DE PUTINA","PUTINA","5","3,207.38","36,113","32,656","18,906","17,207","24,437","12,315","12,723","19,144","11,415","6,497","1,139","93","0","8,125","4,724","12,669","1,020","1,660","8,610","7,436","3,696","8,220","4,731","1,781","7,739","12,204","3,477","12,522","28,434","16,282","14,076","2,206","12,152","4,700","29,977","16,150","18,395","229","1,418","589","355","35,860","42","8,264","10,160","8,953","5,568","3,168","2,630","2,819","2,815","2,783","3,580","52.352338","47.647662","58.623224","34.955292","19.895272","3.487874","0.284787","0","24.880573","14.465948","38.795321","3.123469","5.083293","69.914738","60.381648","30.01218","66.747868","38.416565","60.826849","95.920773","27.32846","98.420184","78.736189","45.086257","38.977653","6.108604","33.649932","13.014704","83.008889","44.720738","50.937336","0.634121","3.926564","1.630992","0.983026","99.299421","0.116302","22.883726","28.133913","24.791626","15.41827","8.772464","7.282696","7.806053","7.794977","7.706366","9.913328","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2111","SAN ROMAN","JULIACA","5","2,257.35","307,417","301,284","150,164","157,253","115,151","79,164","92,138","50,920","46,062","4,568","282","8","0","1,441","33,224","10,550","5,129","5,732","28,095","32,478","7,387","27,434","15,291","16,424","27,721","64,533","7,397","77,479","230,146","139,583","127,640","11,943","90,563","29,207","263,029","157,384","95,169","1,482","8,766","3,654","2,182","304,862","567","82,680","88,687","73,149","41,057","21,844","26,606","28,728","27,346","27,758","31,230","48.847006","51.152994","16.900997","15.288565","1.516177","0.093599","0.002655","0","0.478286","11.027469","3.501679","1.70238","1.902524","35.489616","41.026224","9.331262","34.654641","19.315598","30.086392","70.039506","8.028175","84.090169","74.864435","45.405101","41.52015","3.884951","29.459334","9.500776","85.560981","51.195607","30.957624","0.482081","2.851501","1.188614","0.709785","99.168881","0.18444","26.895064","28.849088","23.794715","13.355475","7.105658","8.654694","9.344961","8.895409","9.029429","10.15884","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
